CAS #,Formatted CAS #,Substance Name,Acidification Air (kg SO2 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater",CF Flag Ecotox,Global Climate Air (kg CO2 eq / kg substance),"Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.",CF Flag HH carcinogenic,CF Flag HH non-carcinogenic,HH Particulate Air (PM2.5 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Photochemical Oxidation Formation Air (kg O3 eq / kg substance),
634673,634-67-3,"2,3,4-TRICHLOROANILINE",n/a,5.20E+02,4.73E+02,2.39E+04,9.49E+00,1.46E+03,1.46E+03,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
634833,634-83-3,"2,3,4,5-TETRACHLOROANILINE",n/a,7.13E+02,7.02E+02,4.18E+04,1.19E+02,2.58E+03,2.58E+03,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
634902,634-90-2,"1,2,3,5-TETRACHLOROBENZENE",n/a,1.57E+01,1.56E+01,2.00E+03,3.60E+00,2.80E+01,2.80E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
634935,634-93-5,"2,4,6-TRICHLOROANILINE",n/a,1.26E+02,1.22E+02,3.63E+03,1.12E+01,3.70E+01,3.70E+01,Interim,n/a,3.97E-07,n/a,2.08E-07,n/a,5.63E-07,n/a,3.68E-08,n/a,2.71E-08,n/a,4.53E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
635938,635-93-8,"BENZALDEHYDE, 5-CHLORO-2-HYDROXY-",n/a,3.68E+03,3.40E+03,5.03E+04,1.41E+00,1.33E+04,1.33E+04,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
636215,636-21-5,2-METHYLBENZENAMINE HYDROCHLORIDE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.42E-07,n/a,8.76E-09,n/a,9.25E-07,n/a,5.40E-10,n/a,4.87E-08,n/a,8.45E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
636237,636-23-7,"2,4-DIAMINOTOLUENE DIHYDROCHLORIDE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.83E-06,n/a,1.33E-06,n/a,3.06E-05,n/a,2.21E-07,n/a,5.91E-06,n/a,7.55E-06,n/a,Recommended,n/a,n/a,n/a,n/a,
636306,636-30-6,"2,4,5-TRICHLOROANILINE",n/a,1.27E+02,1.21E+02,7.37E+03,5.03E+00,2.90E+02,2.90E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
637070,637-07-0,CLOFIBRATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.07E-07,n/a,4.90E-08,n/a,3.67E-07,n/a,1.65E-08,n/a,2.58E-08,n/a,1.52E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
637503,637-50-3,?-METHYL STYRENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.01E+00,
637923,637-92-3,ETHYL TERT-BUTYL ETHER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.01E+00,
638039,638-03-9,"M-TOLUIDINE, HYDROCHLORIDE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.05E-08,n/a,3.68E-10,n/a,5.10E-08,n/a,3.24E-11,n/a,6.00E-09,n/a,1.06E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
639587,639-58-7,TRIPHENYLTIN CHLORIDE,n/a,4.92E+04,3.11E+04,2.30E+06,1.78E+02,3.06E+02,3.06E+02,Interim,n/a,n/a,9.81E-05,n/a,7.16E-05,n/a,2.82E-05,n/a,3.19E-06,n/a,3.51E-08,n/a,9.89E-08,n/a,Interim,n/a,n/a,n/a,
640153,640-15-3,THIOMETON,n/a,1.04E+02,3.43E+01,5.59E+03,1.32E-03,1.61E+02,1.61E+02,Recommended,n/a,n/a,2.20E-05,n/a,3.71E-06,n/a,7.61E-05,n/a,7.46E-07,n/a,2.21E-06,n/a,8.57E-06,n/a,Recommended,n/a,n/a,n/a,
644644,644-64-4,DIMETILAN,n/a,1.07E+05,9.06E+04,3.26E+06,1.18E+01,1.08E+06,1.08E+06,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
645567,645-56-7,4-PROPYLPHENOL,n/a,1.78E+01,6.88E+00,1.57E+03,1.30E-02,1.17E+01,1.17E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
645625,645-62-5,2-ETHYL-2-HEXENAL,n/a,1.32E-01,1.39E-01,3.09E+02,1.08E-02,2.58E+01,2.58E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
646048,646-04-8,TRANS-2-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.06E+01,
646060,646-06-0,"1,3-DIOXALANE",n/a,1.10E-02,1.11E-02,9.32E-01,3.72E-04,1.94E-01,1.94E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.96E+00,
646071,646-07-1,4-METHYLPENTANOIC ACID,n/a,2.69E-01,2.64E-01,1.14E+01,2.38E-03,1.68E+00,1.68E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
650511,650-51-1,SODIUM TRICHLOROACETATE,n/a,5.55E+02,5.55E+02,1.64E+03,1.26E-08,6.60E+02,6.60E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
653372,653-37-2,PENTAFLUOR-BENZALDEHYD,n/a,7.91E-01,7.99E-01,3.59E+03,3.30E-01,2.77E+02,2.77E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
661972,661-97-2,CFC-216,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.00E+00,n/a,
666273,666-27-3,HCFC-241,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.70E-02,n/a,
674760,674-76-0,TRANS-4-METHYL-2-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.12E+00,
677565,677-56-5,HFC-236cb,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.34E+03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
678262,678-26-2,PFC-4-1-12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.16E+03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
679867,679-86-7,HFC-245ca,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.93E+02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
680319,680-31-9,HEXAMETHYLPHOSPHORAMIDE,n/a,1.04E-01,8.23E-02,3.09E+00,2.55E-06,7.22E-01,7.22E-01,Interim,n/a,7.01E-04,n/a,1.28E-04,n/a,1.31E-03,n/a,2.70E-07,n/a,3.06E-04,n/a,5.09E-04,n/a,Interim,n/a,n/a,n/a,n/a,
683181,683-18-1,DIBUTYL DICHLORO TIN,n/a,1.29E+01,1.03E+01,1.63E+04,6.38E-01,6.04E+01,6.04E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
683727,683-72-7,"ACETAMIDE, 2,2-DICHLORO-",n/a,4.09E+01,4.06E+01,1.62E+02,4.45E-03,5.68E+01,5.68E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
684935,684-93-5,N-METHYL-N-NITROSOUREA,n/a,2.48E+01,2.38E+01,1.59E+02,1.22E-02,3.51E+01,3.51E+01,Interim,n/a,4.91E-04,n/a,2.07E-04,n/a,4.79E-04,n/a,1.89E-07,n/a,1.22E-04,n/a,1.73E-04,n/a,Recommended,n/a,n/a,n/a,n/a,
685916,685-91-6,DIETHYLACETAMIDE,n/a,1.39E-01,1.06E-01,1.11E+01,3.82E-04,8.41E-01,8.41E-01,Interim,n/a,3.08E-06,n/a,1.99E-07,n/a,4.50E-06,n/a,1.68E-09,n/a,3.63E-07,n/a,5.55E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
687478,687-47-8,ETHYL (S)-2-HYDROXYPROPIONATE,n/a,2.30E+00,2.19E+00,2.08E+01,2.24E-03,5.83E+00,5.83E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
688733,688-73-3,TRIBUTYLSTANNANE,n/a,1.50E+00,1.98E-02,2.29E+05,3.20E-04,2.18E+01,2.18E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
689974,689-97-4,1-BUTEN-3-YNE (VINYL ACETYLENE),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.05E+01,
690084,690-08-4,"TRANS-4,4-DIMETHYL-2-PENTENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.64E+00,
690391,690-39-1,HFC-236fa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.81E+03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
690937,690-93-7,"TRANS-2,2-DIMETHYL 3-HEXENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.00E+00,
691372,691-37-2,4-METHYL-1-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.68E+00,
692240,692-24-0,2-METHYL-TRANS-3-HEXENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.25E+00,
692706,692-70-6,"TRANS-2,5-DIMETHYL 3-HEXENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.82E+00,
693210,693-21-0,"DIETHYLENE DIGLYCOL, DINITRATE",n/a,6.98E+00,6.32E+00,8.05E+01,3.67E-03,1.10E+01,1.10E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
693367,693-36-7,"PROPANOIC ACID, 3,3'-THIOBIS-, DIOCTADECYL ESTER",n/a,3.93E-05,2.44E-05,1.04E-03,4.19E-10,1.45E-06,1.45E-06,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
693549,693-54-9,2-DECANONE,n/a,8.73E-01,8.49E-01,1.05E+03,6.62E-02,2.34E+01,2.34E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.99E-01,
693583,693-58-3,1-BROMO-N-NONANE,n/a,5.78E-01,3.67E-01,8.36E+03,2.84E-02,1.77E+01,1.77E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
693652,693-65-2,DI-N-PENTYLETHER,n/a,7.99E-02,4.85E-02,1.23E+03,2.44E-03,6.07E+00,6.07E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.15E+00,
693890,693-89-0,1-METHYL CYCLOPENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.25E+01,
693936,693-93-6,4-METHYLOXAZOL,n/a,4.70E-03,4.69E-03,3.24E+00,3.76E-04,1.02E-01,1.02E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
693981,693-98-1,"1H-IMIDAZOLE, 2-METHYL-",n/a,1.89E+00,1.28E+00,6.56E+01,2.37E-06,9.33E+00,9.33E+00,Interim,n/a,5.44E-08,n/a,1.01E-08,n/a,1.04E-07,n/a,6.09E-11,n/a,1.48E-08,n/a,2.49E-08,n/a,Interim,n/a,n/a,n/a,n/a,
696548,696-54-8,4-PYRIDINEALDOXIME,n/a,6.15E+00,4.97E+00,9.04E+01,1.61E-06,4.04E+00,4.04E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
697825,697-82-5,"2,3,5-TRIMETHYLPHENOL",n/a,1.60E+00,2.29E-01,2.20E+02,7.97E-04,1.07E+00,1.07E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.90E+00,
698715,698-71-5,3-ETHYL-5-METHYLPHENOL,n/a,1.06E+00,1.56E-01,1.37E+02,1.78E-04,1.14E+00,1.14E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
700129,700-12-9,PENTAMETHYL BENZENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.13E+00,
700130,700-13-0,"1,4-BENZENEDIOL, 2,3,5-TRIMETHYL-",n/a,1.26E+02,2.44E+01,7.11E+03,1.61E-04,5.18E+01,5.18E+01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
700389,700-38-9,5-METHYL-2-NITROPHENOL,n/a,1.08E+01,1.01E+01,9.58E+02,3.88E-01,3.28E+01,3.28E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
704007,704-00-7,"1,2-DIACETYL BENZENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.25E+00,
706149,706-14-9,GAMMA-DECALACTONE,n/a,7.20E-01,5.96E-01,4.94E+01,2.04E-03,9.44E-01,9.44E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
708769,708-76-9,"2,4-DIMETHOXY-6-HYDROXY-BENZALDEHYD",n/a,1.52E+02,1.07E+02,6.12E+03,2.48E-03,1.43E+03,1.43E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
709988,709-98-8,PROPANIL,n/a,4.90E+04,4.51E+04,4.15E+05,3.93E-01,6.04E+04,6.04E+04,Recommended,n/a,n/a,2.61E-06,n/a,2.08E-06,n/a,4.60E-06,n/a,4.44E-08,n/a,6.71E-07,n/a,1.43E-06,n/a,Recommended,n/a,n/a,n/a,
712481,712-48-1,DIPHENYLCHLOROARSINE,n/a,7.57E+03,6.37E+03,3.99E+05,3.15E+02,8.59E+02,8.59E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
712685,712-68-5,TRIAFUR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.65E-05,n/a,5.99E-05,n/a,1.41E-04,n/a,2.73E-08,n/a,8.27E-06,n/a,1.18E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
720694,720-69-4,"4,6-DIAMINO-2-(5-NITRO-2-FURYL)-S-TRIAZINE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.53E-05,n/a,3.15E-05,n/a,7.44E-05,n/a,1.65E-08,n/a,3.53E-06,n/a,5.30E-06,n/a,Recommended,n/a,n/a,n/a,n/a,
731271,731-27-1,TOLYFLUANIDE,n/a,7.10E+03,4.29E+03,3.68E+05,1.40E+01,1.58E+04,1.58E+04,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
732116,732-11-6,PHOSMET,n/a,4.72E+04,4.20E+04,1.39E+06,1.05E+00,4.77E+05,4.77E+05,Recommended,n/a,n/a,2.10E-06,n/a,7.96E-07,n/a,8.05E-06,n/a,3.01E-09,n/a,2.77E-06,n/a,7.48E-06,n/a,Recommended,n/a,n/a,n/a,
732263,732-26-3,"2,4,6-TRI(TERT-BUTYL)PHENOL",n/a,3.16E+03,1.63E+03,2.46E+05,3.95E+01,1.76E+02,1.76E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
738705,738-70-5,TRIMETHOPRIM,n/a,9.11E+00,2.79E+00,4.74E+02,9.34E-08,1.92E+01,1.92E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
741582,741-58-2,BENSULIDE,n/a,7.49E+02,1.77E+02,4.19E+04,4.50E-03,8.01E+02,8.01E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
753731,753-73-1,DIMETHYLTIN DICHLORIDE,n/a,1.03E+05,9.80E+04,1.72E+06,5.86E+02,3.20E+05,3.20E+05,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
754121,754-12-1,"2,3,3,3-TETRAFLUOROPROPENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.79E-01,
756796,756-79-6,"PHOSPHONIC ACID, METHYL-, DIMETHYL ESTER",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.03E-08,n/a,2.34E-08,n/a,6.37E-08,n/a,1.74E-11,n/a,1.81E-08,n/a,2.59E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
756809,756-80-9,"PHOSPHORODITHIOIC ACID, O,O-DIMETHYL ESTER",n/a,1.12E+00,1.06E+00,4.36E+02,1.95E-02,7.11E+01,7.11E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
758178,758-17-8,N-FORMYL-N-METHYL HYDRAZINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.22E-05,n/a,9.18E-06,n/a,5.72E-05,n/a,1.57E-08,n/a,1.70E-05,n/a,2.44E-05,n/a,Interim,n/a,n/a,n/a,n/a,
759739,759-73-9,N-NITROSO-N-ETHYLUREA,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.17E-05,n/a,1.42E-05,n/a,4.68E-05,n/a,1.43E-08,n/a,8.91E-06,n/a,1.31E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
759944,759-94-4,EPTC,n/a,6.87E+00,6.34E+00,1.69E+03,2.69E-01,9.71E+01,9.71E+01,Recommended,n/a,n/a,1.21E-06,n/a,1.16E-07,n/a,2.31E-06,n/a,3.49E-08,n/a,1.52E-07,n/a,7.86E-07,n/a,Recommended,n/a,n/a,1.67E+00,
760203,760-20-3,3-METHYL-1-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.14E+00,
760214,760-21-4,2-ETHYL-1-BUTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.07E+00,
760236,760-23-6,"3,4-DICHLORO-1-BUTENE",n/a,3.32E-02,3.02E-02,5.79E+02,5.54E-03,1.15E+01,1.15E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
760601,760-60-1,"UREA, N-(2-METHYLPROPYL)-N-NITROSO-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.73E-06,n/a,2.27E-06,n/a,9.41E-06,n/a,2.77E-09,n/a,9.83E-07,n/a,1.61E-06,n/a,Interim,n/a,n/a,n/a,n/a,
762492,762-49-2,1-BROMO-2-FLUOROETHANE ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.85E-02,n/a,
762629,762-62-9,"4,4-DIMETHYL-1-PENTENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.13E+00,
762630,762-63-0,"4,4-DIMETHYL-CIS-2-PENTENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.64E+00,
763291,763-29-1,2-METHYL-1-PENTENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.26E+00,
763326,763-32-6,3-METHYL-3-BUTEN-1-OL,n/a,1.02E-01,9.80E-02,3.03E+01,1.80E-03,5.84E+00,5.84E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
763699,763-69-9,ETHYL 3-ETHOXY PROPIONATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.58E+00,
764012,764-01-2,2-BUTYN-1-OL,n/a,6.09E+01,5.09E+01,1.81E+03,4.37E-02,4.48E+02,4.48E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
764136,764-13-6,"2,5-DIMETHYL-2,4-HEXADIENE",n/a,6.65E-03,1.10E-03,1.07E+03,9.95E-05,3.61E+00,3.61E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
764410,764-41-0,"1,4-DICHLORO-2-BUTENE",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.60E-05,n/a,2.29E-06,n/a,5.60E-05,n/a,2.45E-06,n/a,3.92E-06,n/a,1.92E-05,n/a,Interim,n/a,n/a,n/a,n/a,
764976,764-97-6,TRANS-5-UNDECENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.60E+00,
