State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
KY,Riverside Generating Company,55198,GTG301,,2024,819,717.48,103232.53,,0.353,0.001,69936.581,0.059,29.981,0.0555,1176825.49,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2025,1389,1257.7,181513.09,,0.621,0.001,123005.37,0.059,50.012,0.0509,2069801.063,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2026,516,484.73,69960.42,,0.239,0.001,47398.402,0.059,20.304,0.052,797556.071,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2024,670,608.19,88754.19,,0.306,0.001,60631.744,0.059,29.495,0.0593,1020247.824,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2025,1014,904.82,130952.59,,0.453,0.001,89736.609,0.059,45.463,0.0624,1509994.194,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2026,333,296.15,40828.47,,0.144,0.001,28454.252,0.059,14.131,0.0616,478794.479,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG501,,2024,645,579.95,86323.85,,0.294,0.001,58217.61,0.059,25.888,0.0556,979617.039,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG501,,2025,1207,1084.83,159302.33,,0.545,0.001,108026.387,0.059,44.607,0.0524,1817758.981,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG501,,2026,454,410.6,58546.96,,0.207,0.001,40991.253,0.059,16.063,0.0507,689765.09,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT1,,2024,115,96.84,6711.06,,0.051,0.0019,4863.58,0.0599,1.318,0.037,81061.112,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT1,,2025,180,158.68,13558.4,,0.071,0.0017,9420.655,0.0595,2.746,0.0385,157873.184,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT1,,2026,56,45.75,3531.47,,0.014,0.0012,2482.712,0.0595,0.708,0.0396,41681.051,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT2,,2024,118,98.04,6534.73,,0.054,0.0019,4831.163,0.0606,1.214,0.0359,80418.91,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT2,,2025,175,154.57,12690.53,,0.073,0.0017,8905.438,0.0602,2.475,0.0369,149093.762,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT2,,2026,61,52.27,3926.77,,0.016,0.0011,2861.744,0.0594,0.759,0.0375,48050.884,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT3,,2024,178,155.18,11427.31,,0.072,0.0016,8110.716,0.0601,2.102,0.0339,135566.294,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT3,,2025,239,215.67,18517.49,,0.097,0.0016,12803.175,0.0595,3.41,0.0343,214564.918,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT3,,2026,72,63.38,5165.7,,0.019,0.0011,3596.021,0.0592,0.881,0.0335,60410.432,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT4,,2024,167,141.98,9605.0,,0.067,0.0016,6997.578,0.0604,1.682,0.0334,116819.129,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT4,,2025,209,187.74,15760.72,,0.083,0.0017,11035.6,0.0598,2.858,0.0345,184946.928,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT4,,2026,71,63.13,5071.93,,0.019,0.0011,3560.558,0.0597,0.852,0.0304,59819.185,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT5,,2024,167,142.79,10255.36,,0.058,0.0016,7268.998,0.0604,1.893,0.0335,121691.949,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT5,,2025,223,201.94,17408.98,,0.065,0.001,11925.031,0.0598,3.096,0.0325,200470.623,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT5,,2026,60,49.53,3903.97,,0.016,0.0011,2751.29,0.0608,0.711,0.0343,46161.073,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT6,,2024,124,102.76,7062.73,,0.052,0.0016,5097.571,0.0606,1.444,0.0377,85026.746,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT6,,2025,228,205.32,17580.28,,0.067,0.0011,12161.553,0.0599,3.395,0.0346,204409.402,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT6,,2026,64,55.44,4304.5,,0.017,0.0011,3045.942,0.0594,0.83,0.0355,51133.653,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT7,,2024,149,126.96,9276.79,,0.065,0.002,6785.635,0.0602,1.759,0.0368,113279.035,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT7,,2025,234,209.54,18134.83,,0.072,0.0011,12825.589,0.0597,3.074,0.0319,215512.438,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT7,,2026,124,116.64,10071.91,,0.038,0.001,7225.197,0.0591,1.707,0.0298,121482.314,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT8,,2024,138,117.84,8754.92,,0.062,0.002,6365.372,0.06,1.653,0.0355,106217.917,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT8,,2025,242,213.64,18677.04,,0.075,0.0011,12955.463,0.0592,3.37,0.0343,217643.893,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Marshall County,55232,CT8,,2026,124,116.04,10230.36,,0.037,0.001,7052.873,0.0591,1.634,0.0288,118608.068,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection|Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,"DTE Calvert City, LLC",55308,A,,2024,3508,3507.23,,363819.22,,,,,13.149,0.0852,308821.4,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,A,,2025,2991,2990.44,,314344.1,,,,,9.342,0.0829,225614.0,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,A,,2026,1315,1314.33,,140176.67,,,,,3.955,0.087,90892.6,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,B,,2024,3119,3111.37,,356014.18,,,,,11.818,0.0851,277649.2,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,B,,2025,2961,2957.09,,288727.13,,,,,8.346,0.0843,197954.0,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,B,,2026,1464,1464.0,,143901.0,,,,,4.26,0.087,97940.7,Pipeline Natural Gas,,Other boiler,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,C,,2024,3252,3248.41,80881.19,,,,,,38.92,0.0889,874536.653,Pipeline Natural Gas,,Combustion turbine,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,C,,2025,3669,3668.6,94020.4,,,,,,51.988,0.1019,1016216.14,Pipeline Natural Gas,,Combustion turbine,,,,,SIPNOX
KY,"DTE Calvert City, LLC",55308,C,,2026,1454,1452.9,36070.45,,,,,,15.899,0.0811,389706.1,Pipeline Natural Gas,,Combustion turbine,,,,,SIPNOX
KY,Paducah Power Systems Plant 1,56556,EU01A,,2024,1442,1202.03,25991.97,,0.089,0.001,17572.0,0.0594,13.305,0.0985,295670.902,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01A,,2025,1779,1522.36,32733.84,,0.112,0.001,22144.707,0.0593,16.865,0.0972,372616.469,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01A,,2026,1421,1233.4,30056.61,,0.099,0.001,19576.19,0.0593,14.567,0.0977,329412.278,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01B,,2024,1396,1164.36,25885.45,,0.088,0.001,17441.833,0.0593,13.089,0.0971,293485.744,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01B,,2025,1747,1520.19,34214.6,,0.117,0.001,23216.351,0.0593,17.278,0.0942,390663.236,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01B,,2026,1412,1231.77,30404.1,,0.1,0.001,19804.291,0.0593,14.718,0.0979,333195.44,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02A,,2024,1480,1250.38,27373.11,,0.092,0.001,18226.197,0.0594,13.845,0.1022,306647.206,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02A,,2025,1821,1550.48,33511.67,,0.112,0.001,22278.115,0.0594,16.878,0.0993,374813.795,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02A,,2026,1456,1276.64,30461.86,,0.1,0.001,19741.825,0.0594,14.532,0.0935,332152.798,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02B,,2024,1447,1203.68,27536.66,,0.092,0.001,18170.186,0.0593,14.33,0.1181,305762.0,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02B,,2025,1822,1545.84,35226.64,,0.118,0.001,23279.582,0.0593,18.55,0.1072,391714.805,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02B,,2026,1457,1272.15,31453.3,,0.103,0.001,20363.782,0.0593,15.111,0.0975,342648.701,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,"Catlettsburg Refining, LLC",880038,B026,,2024,3670,3667.81,,689137.84,,,,,15.048,0.0371,810226.98,Process Gas,,Other boiler,,Selective Catalytic Reduction,,,SIPNOX
KY,"Catlettsburg Refining, LLC",880038,B026,,2025,3672,3672.0,,662283.0,,,,,13.684,0.0358,760904.7,Process Gas,,Other boiler,,Selective Catalytic Reduction,,,SIPNOX
KY,"Catlettsburg Refining, LLC",880038,B026,,2026,1381,1379.94,,239945.38,,,,,5.575,0.0375,280711.416,Process Gas,,Other boiler,,Selective Catalytic Reduction,,,SIPNOX
KY,Phoenix Paper Wickliffe LLC,880065,01,,2024,0,0.0,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,SIPNOX
KY,Phoenix Paper Wickliffe LLC,880065,01,,2025,0,0.0,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,SIPNOX
KY,Phoenix Paper Wickliffe LLC,880065,02,,2024,0,0.0,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,SIPNOX
KY,Phoenix Paper Wickliffe LLC,880065,02,,2025,0,0.0,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,SIPNOX
